code,name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
GRD,Grenada,221070360.54,241570366.10,250914816.31,250259242.99,261777773.15,276296291.42,294651846.65,304940747.21,340814808.80,379629397.74,429579259.83,422328925.31,437249042.89,480225509.75,469329346.14,553861241.83,564437837.58,610316806.55,678487940.52,614844433.59,627851840.763588,..
GRC,Greece,94200829815.13,101179582763.13,111843279478.01,104707216290.13,112206191587.08,131718377526.11,139293479218.57,135887062273.81,136513785771.94,134407989985.08,125558321824.21,131031555509.62,147388648229.81,194617482083.52,230039338149.78,242275723331.10,265071896399.76,310788749217.81,347042265250.67,326483368922.11,304865067454.31,..
GRL,Greenland,1018977225.44,1016500016.29,1037916105.23,927214127.93,1005887592.04,1208953359.00,1197515637.92,1072154406.79,1149858126.96,1131555107.05,1068024993.99,1086170638.73,1169136691.35,1426452030.10,1644951892.18,1702543476.56,1738432116.44,2121759848.42,1739579593.57,1267711816.12,..,..
ZWE,Zimbabwe,8783816665.90,8641481700.92,6751472200.86,6563813295.23,6890674988.54,7111270668.89,8553146596.98,8529571573.46,6401968164.11,6772312400.63,6606515168.83,6759128009.55,6291329827.36,5658028910.72,5671234225.95,5583363612.44,5203343319.97,5018218225.57,4416000000.00,5836000000.00,7474000000,..
MOZ,Mozambique,2463238802.85,2695475825.13,1968901449.82,2027650517.82,2162771442.39,2246791389.00,3178648857.48,3751832732.05,4240336762.55,4448023241.58,4248747769.46,4075057668.80,4201325196.38,4666190665.52,5697991419.08,6578515375.57,7096128500.86,8030015309.93,9891264915.12,9787997621.73,9586185528.38,..
TJK,Tajikistan,2629395066.27,2535545389.36,1909246640.81,1646693875.00,1346074460.78,1231523105.36,1043893062.61,921843115.77,1320126664.95,1086567367.91,860550294.27,1080774005.56,1221113794.73,1554125542.56,2076148710.32,2312319579.03,2830236053.84,3719497371.10,5161336170.46,4978154343.79,5640410958.90,..
HTI,Haiti,..,3476346281.36,2111405825.68,1806285587.05,2124933516.03,2695499730.34,2970865202.66,3242667331.21,3757500381.23,4088703119.66,3664503845.57,3507981945.54,3214632478.63,2826481071.96,3660678111.75,4154243480.64,4879740567.55,5971284337.51,6407707284.46,6478628512.62,6709802246.40,..
MEX,Mexico,262709785592.71,314453895611.75,363609268789.42,403195508733.87,421725049057.94,286698251724.02,332908981435.72,401480129436.30,421214803220.42,481202434426.85,581426421971.45,622092637151.16,649075575301.68,700324664926.97,759777472170.45,848947464608.98,952276430546.77,1035929522496.48,1096176334977.08,882786797992.37,1039661515602.57,..
LCA,St. Lucia,397192573.73,431470356.82,477996270.08,492029620.94,517566663.45,560811083.43,566370360.37,604411088.58,657529594.31,692507395.18,707525925.50,687048136.01,705003691.25,738214801.78,799237022.92,858055540.40,930935634.94,957841412.22,986073137.02,954222222.22,931955555.555555,..
IND,India,317466616135.72,267523504823.55,245553170107.80,276037365895.65,323506143586.02,356298991324.31,388343910827.92,410915167039.78,416252442323.14,450476199267.53,460182031503.10,477848859030.57,507189954396.40,599461389810.15,721573248762.03,834035801005.14,951339358745.93,1242426253335.13,1213782569748.83,1380640843779.05,1729010242153.78,..
LVA,Latvia,7447002856.76,6756418263.69,4848056772.31,4467987271.30,5060854731.05,5235719778.67,5585292782.57,6133234179.75,6616957681.24,7288524472.50,7833068425.39,8313047743.57,9314784080.03,11186452600.73,13761569544.99,16041840426.27,19935046397.22,28765687041.65,33669367720.47,25875781250.00,24009680459.99,..
BTN,Bhutan,281287042.96,243562708.41,238315817.75,227267326.64,253233784.05,286478236.50,300967232.39,342864384.23,355712835.24,396694740.65,427808817.31,455709385.90,507270767.64,610970025.74,702744043.34,818869145.81,897731525.05,1196077342.23,1257625054.72,1264816920.36,1516078205.35534,..
VNM,Vietnam,6471740486.32,9613369553.85,9866990096.32,13180954014.07,16286434094.02,20736163915.24,24657470331.60,26843701136.73,27209601995.83,28683658004.77,31172517272.21,32506754577.08,35075432958.66,39541252948.26,45439397789.35,52931104515.60,60933124863.18,71111309691.06,90273764945.75,97146622927.77,103571787096.10,..
NOR,Norway,117624486796.49,119657406407.63,128298978196.15,118168337068.83,124519241668.56,148919844677.36,160158299482.15,158223061045.61,151139149911.86,159045286696.07,168288418278.08,170922851073.77,191927027230.14,225110307618.43,258579581446.20,302012572759.02,336731931773.35,387535804642.70,446241134751.77,378614194865.73,414461767544.46,..
CZE,Czech Republic,34879966070.80,25572480861.00,29954014371.71,34380681377.45,41090290299.46,55257045968.35,62010597343.91,57134856184.42,61846680469.00,60192136074.69,56720835330.54,61842323433.27,75276073338.54,91357722712.61,109524878646.68,124548570554.00,142610569174.66,174214943906.68,216084641518.28,190204322509.57,192151584569.27,..
TMP,Timor-Leste,..,..,..,..,..,..,..,..,..,..,316200000.00,277300000.00,284100000.00,297800000.00,309300000.00,331915908.77,326812745.54,397567776.19,497918858.21,598000000.00,701000000.00,..
ATG,Antigua and Barbuda,391570363.45,410388899.42,423762955.48,456537023.05,500088880.06,494185188.31,541074082.30,579851829.76,620037014.23,651851840.34,664174062.34,696251839.56,713533320.73,753107394.11,815396281.90,866818503.21,1010881463.63,1155366646.26,1203314814.81,1097688888.89,1014981481.48148,..
FJI,Fiji,1337024782.23,1383843860.12,1531803060.55,1635426125.31,1825285158.12,1970347720.97,2129266728.43,2093994597.22,1656784779.55,1942170999.19,1684109743.49,1660102345.60,1842691481.09,2315935752.72,2727507212.93,3006725014.78,3103099942.23,3379863773.65,3565203889.59,2824829171.14,3009445285.18499,..
HND,Honduras,3048896180.84,3068462060.12,3419474978.87,3481990761.34,3432356578.82,3911053180.40,4034037162.16,4663193916.35,5202215657.31,5372543554.01,7105541205.28,7566501475.59,7776438040.83,8233948656.82,8871111446.51,9757258851.26,10917599271.82,12392440366.17,13969292165.03,14317854031.92,15400341887.58,..
MUS,Mauritius,2653485952.13,2856889162.09,3224265824.19,3263363787.83,3558143642.14,4040342059.57,4421952121.49,4187375887.66,4169672974.23,4291171395.71,4582562397.94,4536544699.06,4767303153.04,5609931858.11,6385579077.78,6283845864.32,6507112279.85,7791974522.13,9641036888.45,8865125544.59,9728729228.53,..
DOM,Dominican Republic,7073674721.59,9724379019.62,11277694536.95,12976408000.00,14511134920.63,16358496124.03,18131813000.63,19593449903.26,21171235997.85,21709041189.32,23996656675.83,24894907435.14,26570402718.80,21268012747.27,22039232609.96,34004033803.94,35952845582.50,41314666868.56,45498608625.37,46597346434.62,51576859661.02,..
LUX,Luxembourg,12670503211.01,13716986284.70,15387195181.93,15790566791.04,17551791415.48,20676382047.07,20581889250.81,18516801984.66,19353856412.54,21187726401.02,20269578035.75,20198926174.50,22578863165.82,29158352144.47,34091250550.99,37659180221.86,42552321358.45,51312004029.36,58071556743.69,52890560858.41,55095629139.0728,..
ISR,Israel,52490325648.23,59170288069.87,65771216221.02,65925582472.99,74669718186.62,96064819727.28,105370179506.03,108389866534.25,109886581932.05,110790638717.84,124749221298.41,123059181586.89,113010257925.62,118903844887.03,126842927264.61,134246880570.41,145843619552.05,166989605900.54,202101449275.36,195391755461.18,217332709280.56,..
FSM,Micronesia Fed. Sts.,147200000.00,166200000.00,178100000.00,198400000.00,202500000.00,221192336.91,218710317.02,202827970.97,213109914.71,213221020.11,225912798.17,230577191.90,235070329.63,238132902.86,239100000.00,248300000.00,251300000.00,255700000.00,261800000.00,276500000.00,287383040,..
PER,Peru,26294371425.06,34544482512.94,36084008138.77,34834667901.88,44909998632.38,53674086051.43,55876101187.23,59222879292.05,56751679594.34,51509515206.37,53290390318.02,53935760985.21,56772338815.45,61346725170.05,69725009964.83,79385073422.33,92303809835.53,107233299364.52,126822739599.82,126923120548.98,153844936636.87,..
SXM,Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDN,Indonesia,114426498045.00,128167999846.52,139116270052.45,158006849878.90,176892148243.49,202132032844.16,227369671349.35,215748854646.70,95445548017.35,140001352527.22,165021047883.45,160446947638.31,195660611033.85,234772458818.10,256836883304.55,285868610016.59,364570525997.05,432105253653.32,510226662255.50,539352374398.46,706558240891.86,..
VUT,Vanuatu,158397406.34,188869985.16,196142587.97,188080372.42,219260343.35,233902114.74,245177629.28,255890215.73,271052988.83,276932016.27,280776470.78,267003870.97,271626880.50,324750468.94,376357455.94,406432100.82,448572250.59,544563540.87,619283529.06,616110011.01,728953084.195102,..
MKD,Macedonia FYR,4471828621.91,4694744806.59,2316618514.75,2550194959.24,3381270266.71,4449375525.56,4422159848.94,3735312200.73,3571043201.51,3673288165.87,3586883988.96,3436961384.81,3791306757.66,4629520342.41,5368441930.36,5814726241.34,6373113830.34,8159825620.39,9834028812.98,9276517779.80,9118253199.96,..
SUR,Suriname,399075061.89,438220953.16,404600009.04,435194019.01,604950779.56,693609699.88,859987492.56,929607506.15,944999985.92,885444152.71,892164328.18,763465547.26,1078402171.42,1271049474.70,1484318751.33,1793410616.23,2132482915.72,2419307832.42,3065318761.38,3251876138.43,..,..
COG,Congo Rep.,2798754150.38,2724862285.81,2933231579.46,1918970177.75,1769380403.46,2115997195.23,2540699674.72,2322716603.56,1949481957.50,2353906123.11,3219893817.24,2794254065.26,3019985939.54,3495870612.53,4648628921.37,6087004330.12,7731262789.50,8343503640.38,11789245042.58,9579804345.35,11897620542.05,..
ISL,Iceland,6372905073.11,6807365897.52,6976080330.66,6126456175.15,6294803496.78,7018100153.50,7330965239.10,7422994705.54,8291725774.15,8742600398.42,8697298234.46,7922983042.27,8907207933.08,10967706061.87,13233600471.28,16301846837.00,16651142958.66,20428033904.21,16863767020.30,12094119523.37,12593984445.9169,..
COK,Cook Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
COM,Comoros,250033056.64,246822116.51,266189632.44,263564577.42,185759948.90,231893813.73,230493348.35,212098229.58,215393481.90,222580742.96,201900820.26,220115318.85,251163102.12,324471208.99,362420491.16,387036433.17,403177193.56,464949227.99,530138454.67,535336307.67,541097513.043197,..
COL,Colombia,40274204595.23,41239551378.25,49279585355.09,55802540100.98,81703496603.99,92507277798.20,97160111573.34,106659507963.53,98443743190.85,86186156584.38,100363791870.83,98745443239.98,98229102138.79,94916590095.57,117188202054.66,146570319333.67,162807996675.12,207410686361.78,244645672494.99,235836552597.29,2.88189E+11,..
PRT,Portugal,77579013528.34,87947086665.74,106040904588.66,93639961862.61,98251393659.42,116418999601.96,120986223030.93,115472955974.84,122555765805.88,126113360323.89,117014464713.47,120033199105.15,131886034255.60,161416365688.49,184794844573.58,191175943888.97,201060414656.88,231741573802.62,251925293880.69,234232186740.72,228538145695.36,..
MDA,Moldova,3592856080.03,3094567110.11,2319243406.67,2371812923.88,1702314352.74,1752995313.77,1695130483.84,1930071445.21,1639497206.70,1170785047.79,1288420222.95,1480656884.38,1661818168.42,1980901553.51,2598231467.44,2988172424.47,3408454197.89,4402495921.29,6054806100.85,5439439763.81,5808796184.00841,..
STP,Sao Tome and Principe,..,..,..,..,..,..,..,..,..,..,..,76460459.60,90713554.54,97993841.02,106764516.41,113808429.63,124185330.71,143497348.61,170904224.75,189961808.27,196806609.568997,..
MDG,Madagascar,3081403411.64,2653082107.00,3024385657.39,3370770572.25,2977008504.17,3159853282.93,3994890762.58,3545686958.21,3738620505.53,3717416630.39,3877575177.26,4529469041.24,4397127092.24,5473940630.41,4363835956.19,5038577100.25,5515222624.39,7342683288.40,9394736595.65,8487968571.88,8720543553.67,..
ECU,Ecuador,10355963786.80,11348439539.98,11996750826.48,15063220705.48,18581908127.48,20205685541.42,21278200686.28,23647336355.16,23266151902.58,16681996553.87,15941641913.47,21250000896.00,24899481000.00,28635909000.00,32642225000.00,37186942000.00,41705000000.00,45503600000.00,54208500000.00,52021900000.00,58910000000.00,..
SEN,Senegal,5716744852.50,5617174598.71,6004926101.47,5678880068.96,3877229737.08,4879192244.85,5065832118.54,4672258968.03,5058224886.78,5150798886.58,4691828356.93,4877598732.50,5333863901.81,6871327280.44,8040528592.74,8702730297.55,9378279041.45,11334237876.90,13210074065.47,12790851243.84,12954023882.26,..
MDV,Maldives,215089005.24,244468292.68,284853358.56,322326642.34,355884383.09,398988954.97,450382327.95,508223603.23,540096400.17,589239757.01,624337143.59,625066369.28,640703125.00,692421875.00,776484375.00,749765625.00,915390625.00,1054375000.00,1260234375.00,1318671875.00,1479781250,..
ASM,American Samoa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CUW,Curacao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
FRA,France,1244163353812.79,1245405883036.86,1372968029739.78,1297003937919.85,1368007679584.12,1572060717571.30,1572775612257.98,1421492133063.61,1468872470535.91,1456430108672.49,1326334438916.53,1338302550335.57,1452030491247.88,1792214898419.86,2055677736181.73,2136555364870.92,2255705477450.04,2582389733356.33,2831794060131.10,2624504232172.85,2560002000000.00,..
LTU,Lithuania,10506695073.81,10287023246.23,8562311026.89,7424597884.35,6958636949.81,7904895790.99,8426600000.00,10128700000.00,11254050000.00,10971375000.00,11434200000.00,12159225000.00,14163949141.90,18608709856.58,22551543054.46,25962254180.80,30088510798.10,39103973050.63,47252926428.67,36846183172.30,36306384146.11,..
RWA,Rwanda,2584367370.30,1911970651.36,2037982629.60,1971348322.05,753636370.62,1293447629.55,1382334846.45,1851557080.93,1989343578.56,1931185215.71,1734921292.59,1674685045.58,1640603016.65,1846148215.56,2088892750.27,2581168602.04,3111203756.26,3741050577.82,4712306077.48,5261963315.48,5627667377.43016,..
ZMB,Zambia,3288381745.33,3376791604.16,3182810919.62,3273505269.58,3346574626.64,3477642088.77,3270303736.90,3910384000.05,3237203900.12,3131338936.09,3237716324.83,3636936435.69,3716091408.83,4373861968.24,5439176259.82,7178556949.30,10702206685.72,11541428666.23,14640794797.86,12805027606.31,16192857209.2883,..
GMB,Gambia The,316922483.40,316778362.08,347446023.59,366381861.13,363032586.72,381945341.36,391832142.75,409636274.33,416555766.81,431935044.69,420894585.16,417921838.80,369731927.24,367172050.10,400799200.80,461032370.95,508301859.90,650934673.37,821917808.22,733483568.08,806523947.75,..
FRO,Faeroe Islands,..,..,..,..,..,..,..,..,1105688872.97,1125684470.06,1062339943.83,1154899793.34,1268445919.41,1486861878.96,1683997930.26,1730894295.39,1970135198.76,2278229880.41,2412859692.83,2198138372.29,..,..
GTM,Guatemala,7650125576.46,9406097461.11,10440842291.65,11399942820.38,12983235118.70,14656917900.17,15781579950.41,17788657193.90,19393672243.94,18317089473.09,19290566570.05,18702816768.48,20776640958.34,21917582105.08,23965280312.09,27211230373.83,30231130542.98,34113106486.13,39136286496.22,37679806311.54,41190056305.90,..
DNK,Denmark,135838154025.14,136693973266.63,150195490465.70,140626629034.99,153593214476.62,181983614165.36,184435821822.13,170435460670.76,173653295128.94,173944697686.42,160082641560.79,160476161868.60,173880831443.88,212621855882.93,244727978020.58,257675536234.49,274376889678.11,311417601998.64,341466969261.28,308925230419.69,310404822126.31,..
UKR,Ukraine,81456431291.92,77464043753.30,73942294099.29,65648559194.65,52549555009.50,48213868185.16,44558077827.14,50150399813.13,41883241479.90,31580639053.20,31261527363.14,38009344576.61,42392896031.24,50132953288.20,64883060725.70,86142018069.35,107753069306.93,142719009900.99,180354647630.62,117227769791.56,137929309475.81,..
AUS,Australia,314518661023.47,329965465819.01,328991771129.74,315553681843.73,326529920442.75,371090733590.73,403660849772.38,437674127406.48,401216848673.95,390208672766.01,416923318470.14,380427712783.09,397239430724.15,468468841001.75,615275999430.93,696033679145.99,749316412099.43,856816361780.64,1039415095376.83,924843128520.74,..,..
AUT,Austria,164846797773.21,172166366529.17,193096520160.28,188288650183.37,201192480424.05,238314109458.17,234143004938.91,206878199346.04,212150714762.12,210929628169.61,191200302192.74,190155281431.77,205954943534.73,252034237020.32,289038861882.50,302921137392.43,322340100433.93,372291309786.79,414670756948.77,381083737703.92,376162107600.00,..
IMY,Isle of Man,..,..,..,..,..,914727080.64,1023086918.63,1180919719.41,1382548249.78,1567465656.85,1563667799.62,1614595290.92,1897606791.43,2264911806.90,2758117365.05,2915710378.28,3437450711.55,4075664785.25,..,..,..,..
ADO,Andorra,1028989439.41,1106890942.99,1209992604.29,1007090896.44,1017544619.09,1178745261.83,1224023469.69,1180646037.01,1211953953.56,1239840265.63,1133644294.54,1264760246.44,1456198796.29,1917948475.28,2322163502.26,2539759285.93,2823503852.62,3245411583.72,3712034266.51,..,..,..
PLW,Palau,76888000.00,83855000.00,82451000.00,75907000.00,83527000.00,95237000.00,108203000.00,113213000.00,117320000.00,113485000.00,119863000.00,124656000.00,119455000.00,122728000.00,133560000.00,145428000.00,156614000.00,164289000.00,166394363.54,164691982.80,169665680.682284,..
KEN,Kenya,8590574252.40,8152105054.25,8220718082.65,5751786609.50,7148143144.01,9046331923.21,12045836991.71,13115729422.01,14093228424.71,12896050251.69,12691278914.24,12986519857.43,13149263398.53,14903634448.25,16096109637.49,18737922545.46,22502239913.45,27173670133.73,30031427402.56,29375775193.80,31408632915.34,..
WSM,Samoa,112058888.22,111908235.97,117883207.85,118613703.55,197000394.48,200357402.77,222670196.53,254361347.16,240113812.86,230621434.54,245617502.95,243336183.69,256677700.11,301905953.02,374507187.86,412220560.26,441660283.46,493164717.06,578899186.47,496485298.05,565203177.949405,..
TUR,Turkey,150676291094.21,151041248184.25,159095003188.11,180422294772.26,130690172297.30,169485941048.04,181475555282.56,189834649111.26,269287100115.08,249751470869.15,266567531989.76,196005288838.12,232534560774.95,303005302818.31,392166274991.23,482979839237.87,530900094504.73,647155131629.44,730337495197.85,614553921823.29,7.35264E+11,..
ALB,Albania,2101624960.00,1139166679.07,709452572.66,1228071037.41,1985673025.89,2424498952.88,3013217852.57,2196223713.81,2727745453.08,3434402453.41,3686649387.03,4091020249.37,4449373455.57,5652325081.60,7464446950.03,8376483740.48,9132562332.43,10704660840.29,12968653524.78,12044881925.41,11786099137.93,..
OMN,Oman,11685045607.85,11341482538.76,12452275788.28,12493108040.89,12918855771.24,13802600904.50,15277763467.76,15837451381.24,14085373242.71,15710148340.08,19867880550.27,19949284974.85,20049414986.07,21542262852.46,24673602279.52,30905071770.58,36803641389.00,41901170688.87,60566970579.26,46866060195.73,..,..
TUV,Tuvalu,8824723.28,9365457.72,9742591.71,9631024.92,10887223.54,11025699.95,12335232.34,12701093.97,12757392.44,13686699.57,13940040.47,13660418.74,14935834.75,18628194.90,21971685.97,22186838.95,23461373.37,28157346.43,29628076.30,26118644.91,31350804.1281109,..
ITA,Italy,1133406604072.40,1195264703137.19,1265800120974.08,1020989390919.16,1053924224303.55,1126041431118.51,1259602980298.66,1192322069122.33,1217086529497.04,1200821526741.96,1097344131195.87,1117358481431.77,1218921247882.55,1507171243792.33,1727825472922.22,1777693953638.76,1863380936371.36,2116201719593.01,2296497394246.16,2111157906995.00,2051412153369.54,..
BRN,Brunei Darussalam,3520551724.14,3701667052.56,4183548189.07,4105706151.75,4087337959.93,4734020036.69,5115602836.88,5197332974.14,4051147227.53,4600000000.00,6001153317.87,5601090584.36,5843329101.98,6557333067.39,7872333197.25,9531402829.85,11470703002.08,12247627894.63,14393099068.59,10732435033.69,..,..
TUN,Tunisia,12290568181.82,13074782608.70,15497286295.79,14608946896.48,15632463424.28,18030876599.34,19587322786.11,18897006962.65,19812681127.60,20798853481.71,19443277157.66,19988392298.60,21047411855.81,24992239037.64,28129265355.28,28967848882.04,30962208865.51,35619594067.14,40844817790.76,43522180256.24,44290655120.16,..
RUS,Russian Federation,516814258695.57,509381638906.29,460205414725.77,435060123490.73,395086555837.02,395528488655.67,391721392325.09,404926534140.02,270953116950.03,195905767668.56,259708496267.33,306602673980.12,345110438693.57,430347770733.15,591016690742.94,764000901160.58,989930542278.69,1299705764824.48,1660846387626.00,1221991353711.76,1.47982E+12,..
BRB,Barbados,1710435930.61,1687167462.47,1588499968.00,1641226964.28,1726942730.47,1859145793.42,1982896516.45,2192363132.96,2364540276.61,2468403492.92,2558850048.00,2554187133.61,2476105823.73,2694879717.51,2824000000.00,3005000000.00,3190900000.00,3409200000.00,3670215312.50,3595210912.50,3203000000,..
BRA,Brazil,461951782000.00,407337832905.41,390566551483.76,438299504406.26,546233380259.66,768951180305.30,839683246760.43,871199987487.70,843826501464.43,586863191444.69,644701831101.39,553582178386.19,504221228974.04,552469288267.79,663760000000.00,882185291700.90,1088917279411.76,1365982651542.37,1652632229227.61,1594489675023.99,2087889553821.68,..
CIV,Cote d'Ivoire,10796040439.93,10492662390.00,11153005024.70,11045080761.97,8313627828.01,11000111579.12,12139291891.51,11722200901.19,12782574028.11,12556439824.59,10417006095.68,10545263559.97,11486664324.83,13737489762.00,15481092869.15,16363441576.47,17367306796.60,19795696265.32,23414005259.47,23041807677.48,22780280529.89,..
SRB,Serbia,..,..,..,..,..,..,..,21380951575.53,16204161183.55,17632705912.62,6082791506.18,11390468618.53,15107552528.56,19675596592.19,23710517390.81,25234408773.00,29221081586.64,39385398650.21,48856609868.37,41653965783.08,39128329377.1523,..
GNQ,Equatorial Guinea,132136515.31,130595413.31,154184144.88,152130369.83,125745167.44,163980056.86,259074043.42,497741982.03,455800102.92,872015592.01,1254223037.34,1736112613.06,2146760325.08,2952360964.27,5240842353.46,8217298403.81,9603185319.30,12574935589.67,18423399315.28,12222203056.09,14006505450.4853,..
USA,United States,5750800000000.00,5930700000000.00,6261800000000.00,6582900000000.00,6993300000000.00,7338400000000.00,7751100000000.00,8256500000000.00,8741000000000.00,9301000000000.00,9898800000000.00,10233900000000.00,10590200000000.00,11089200000000.00,11812300000000.00,12579700000000.00,13336200000000.00,13995000000000.00,14296900000000.00,14043900000000.00,14582400000000.00,..
QAT,Qatar,7360439207.65,6883516285.13,7646153766.45,7156593446.50,7374450565.49,8137911747.88,9059340116.93,11297801801.87,10255494737.41,12393131510.96,17759889598.05,17538461033.01,19363735705.68,23533790530.55,31675273812.40,43040108649.70,60496701553.20,80750821848.60,110712359446.65,98313183979.82,..,..
SWE,Sweden,244544875554.34,257902646742.62,267172776556.89,202037798391.45,217546397096.94,253679923737.96,276456158663.88,253177906717.84,254723204065.46,258813540859.80,247260155857.76,227359498891.48,250960758336.67,314713404152.70,362089648912.97,370579639747.41,399075661572.87,462512853670.12,486158607819.64,403612967119.69,458003597858.41,..
AZE,Azerbaijan,8858006035.92,8792365810.51,4991350457.54,3973027396.65,3313739673.55,3052467522.36,3176749593.12,3962710163.11,4446396217.63,4581222442.46,5272617196.05,5707618246.57,6236024951.20,7275766111.24,8680511918.49,13245421880.83,20982270733.25,33049380917.70,46258154819.86,43019407812.89,51092154420.92,..
GNB,Guinea-Bissau,243961622.91,257150338.22,226313574.43,236880892.39,235620756.35,253960479.17,270419112.95,268550722.15,206457614.49,224446335.71,215455490.32,199034150.79,203613702.25,475221954.58,522654072.39,572851536.58,578517470.21,690721455.89,846854479.42,834691371.57,878517652.02,..
WBG,West Bank and Gaza,..,..,..,..,2828493966.94,3220099898.36,3361387738.68,3701277958.82,3944403662.12,4168899306.51,4113261232.93,3332382199.49,2832538290.43,3144395542.91,3606871947.80,4015865743.75,..,..,..,..,..,..
SWZ,Swaziland,1114982000.26,1158222660.18,1285751428.10,1358867201.78,1420166988.79,1698967931.43,1613812745.58,1718172156.43,1562195983.75,1534888918.39,1489618181.42,1290582262.02,1174110115.58,1795877962.85,2281533677.20,2523979485.95,2669670497.79,2949751596.88,2836875998.64,2936025585.05,3645267040.02,..
TON,Tonga,113563821.58,132201141.45,137066290.55,138489884.39,193770729.96,202544669.42,219586403.71,212148825.35,188683875.97,194664218.93,188628160.92,165865871.01,180853022.91,207622052.79,238546865.49,259662952.07,294944991.47,305069407.51,348011965.57,326082104.23,357480587.618048,..
CAN,Canada,582722831676.38,598208082395.04,579531728303.14,563664832183.55,564493995313.42,590517341882.83,613761642830.95,637536472627.47,616766430738.12,661264723699.27,724918860682.78,715423553719.01,734661951188.43,865873242452.36,992226868149.61,1133759985475.67,1278610846644.80,1424065729447.91,1499107812265.71,1336067710611.50,1574052204912.55,..
KOR,Korea Rep.,263776986549.11,308185041249.06,329885864343.82,362135746944.57,423434190055.39,517118129837.80,557643607433.65,516282942110.19,345432412375.84,445399303511.05,533384027728.66,504585783003.74,575928909990.49,643762388701.00,721975255823.70,844863004335.43,951773478984.91,1049235951186.97,931402204981.63,834060441840.98,1014483158313.58,..
CAF,Central African Republic,1487510977.37,1404323259.65,1434151468.48,1298847602.77,852998900.55,1121907256.03,1070076555.21,1003264949.12,1047204550.34,1051323696.61,959413050.59,967526420.21,1041975238.48,1139211629.21,1269621728.75,1350047284.99,1476870078.01,1696340453.23,1982983854.76,1980151889.30,2013014939.11,..
SVK,Slovak Republic,11716492830.00,13119169441.78,14271366595.74,16250533389.81,19833225849.78,25240261437.91,27268441064.64,27021853404.33,29258362232.91,29924856168.76,28700755481.85,30295516778.52,34613485789.57,45804232505.64,56032071020.61,61285897276.46,69057257558.65,84241814946.62,98463512523.80,87641512385.92,89034490066.23,..
CYP,Cyprus,5589698801.49,5769468848.94,6913953328.70,6588738977.95,7428356891.79,9253734106.44,9350212549.57,8902508791.36,9555640647.70,9780443269.13,9316693766.43,9678423511.23,10558381390.94,13324071623.10,15822905640.31,16995655476.28,18424000903.05,21835946094.61,25371874080.61,25039094267.14,..,..
BIH,Bosnia and Herzegovina,..,..,..,..,1255802465.44,1866572992.65,2786045391.91,3671816537.76,4116699576.18,4685729742.92,5505984455.96,5748990554.80,6651226179.02,8370020196.19,10022840634.92,10763567749.73,12254412802.26,15226731980.41,18500599161.17,17042403579.80,16887610020.31,..
SGP,Singapore,38835478887.74,45184799282.22,52011315967.18,60473080791.15,73235405800.58,87063233832.89,95180444906.74,99297095552.13,85013628374.11,84880320953.42,94308601812.69,87701014385.58,90640573369.94,95956606174.25,112692539785.84,125417500225.29,145331962742.30,177328659187.30,189393185097.92,183331828442.44,222699188979.41,..
SOM,Somalia,917044253.99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
UZB,Uzbekistan,13360607990.68,13800157749.29,12953800571.03,13099928531.86,12899074347.33,13350461532.66,13948892215.57,14744603773.58,14988971210.84,17078465982.03,13760374487.51,11401351420.17,9687951055.23,10134453435.46,12030023547.88,14307509838.81,17030896203.20,22311393927.88,27917519210.66,32816828372.98,38981605338.34,..
ERI,Eritrea,..,..,477101651.65,467876293.71,531688311.69,578015625.00,693535954.19,686494476.14,745526149.50,688921325.71,633600000.00,687595191.09,675480056.97,870232527.98,1109048050.77,1098393404.43,1211186991.87,1317983739.84,1380162601.63,1856715447.15,2117008130.08,..
POL,Poland,58975894567.42,76427193688.53,84325431461.53,85850630505.58,98515947588.22,139061724220.41,156684025073.25,157153896117.76,172901507740.12,167958110564.11,171276118424.23,190420821221.82,198179523189.78,216800940068.09,252768889229.12,303912340672.79,341670072522.16,425321393718.15,529400755437.49,430645331880.39,468585140961.86,..
KWT,Kuwait,18427778571.05,11009955543.00,19858555904.67,23941392354.53,24848484744.53,27191687674.07,31492937200.88,30350433059.97,25946185993.55,30120888963.68,37718011468.57,34890773740.22,38138801497.25,47875837662.15,59440511981.76,80797945205.48,101561153806.39,114721830985.92,148782683750.76,109462798286.13,..,..
GAB,Gabon,5952310992.27,5402937193.82,5592407750.92,4378645081.02,4190854791.07,4958830011.02,5694067051.12,5326811383.14,4483354803.72,4662985220.07,5067838984.24,4712839681.33,4931503861.90,6054886441.84,7178135732.85,8665738964.26,9545984815.16,11570855623.27,14532816809.55,10950127945.79,13011421194.39,..
CYM,Cayman Islands,..,..,..,..,..,..,1012444041.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
